4.00000000e-06 5.39628496e+00
4.05713826e-06 5.47064953e+00
4.11509272e-06 5.54603887e+00
4.17387504e-06 5.62246717e+00
4.23349702e-06 5.69994871e+00
4.29397069e-06 5.77849796e+00
4.35530819e-06 5.85812971e+00
4.41752188e-06 5.93885879e+00
4.48062426e-06 6.02070043e+00
4.54462803e-06 6.10366997e+00
4.60954607e-06 6.18778279e+00
4.67539142e-06 6.27305449e+00
4.74217737e-06 6.35950110e+00
4.80991731e-06 6.44713916e+00
4.87862489e-06 6.53598522e+00
4.94831393e-06 6.62605574e+00
5.01899843e-06 6.71736745e+00
5.09069265e-06 6.80993743e+00
5.16341098e-06 6.90378311e+00
5.23716807e-06 6.99892208e+00
5.31197873e-06 7.09537210e+00
5.38785804e-06 7.19315125e+00
5.46482125e-06 7.29227791e+00
5.54288386e-06 7.39277073e+00
5.62206154e-06 7.49464828e+00
5.70237024e-06 7.59792931e+00
5.78382613e-06 7.70263326e+00
5.86644557e-06 7.80878033e+00
5.95024519e-06 7.91639069e+00
6.03524187e-06 8.02548422e+00
6.12145268e-06 8.13608107e+00
6.20889496e-06 8.24820191e+00
6.29758633e-06 8.36186790e+00
6.38754462e-06 8.47710032e+00
6.47878791e-06 8.59392056e+00
6.57133459e-06 8.71235040e+00
6.66520325e-06 8.83241200e+00
6.76041278e-06 8.95412792e+00
6.85698233e-06 9.07752117e+00
6.95493135e-06 9.20261528e+00
7.05427953e-06 9.32943371e+00
7.15504683e-06 9.45800005e+00
7.25725358e-06 9.58833809e+00
7.36092029e-06 9.72047195e+00
7.46606784e-06 9.85442608e+00
7.57271737e-06 9.99022591e+00
7.68089035e-06 1.01278976e+01
7.79060853e-06 1.02674670e+01
7.90189399e-06 1.04089602e+01
8.01476911e-06 1.05524031e+01
8.12925660e-06 1.06978224e+01
8.24537951e-06 1.08452453e+01
8.36316117e-06 1.09946996e+01
8.48262529e-06 1.11462138e+01
8.60379591e-06 1.12998163e+01
8.72669740e-06 1.14555359e+01
8.85135447e-06 1.16134014e+01
8.97779223e-06 1.17734421e+01
9.10603609e-06 1.19356876e+01
9.23611186e-06 1.21001685e+01
9.36804571e-06 1.22669161e+01
9.50186417e-06 1.24359618e+01
9.63759417e-06 1.26073376e+01
9.77526301e-06 1.27810756e+01
9.91489840e-06 1.29572078e+01
1.00565284e-05 1.31357665e+01
1.02001816e-05 1.33167852e+01
1.03458867e-05 1.35002983e+01
1.04936732e-05 1.36863405e+01
1.06435708e-05 1.38749467e+01
1.07956096e-05 1.40661524e+01
1.09498201e-05 1.42599929e+01
1.11062336e-05 1.44565044e+01
1.12648813e-05 1.46557237e+01
1.14257952e-05 1.48576886e+01
1.15890078e-05 1.50624370e+01
1.17545517e-05 1.52700070e+01
1.19224604e-05 1.54804372e+01
1.20927675e-05 1.56937669e+01
1.22655075e-05 1.59100363e+01
1.24407149e-05 1.61292862e+01
1.26184251e-05 1.63515578e+01
1.27986738e-05 1.65768928e+01
1.29814973e-05 1.68053329e+01
1.31669324e-05 1.70369205e+01
1.33550163e-05 1.72716995e+01
1.35457869e-05 1.75097145e+01
1.37392826e-05 1.77510097e+01
1.39355422e-05 1.79956294e+01
1.41346054e-05 1.82436189e+01
1.43365121e-05 1.84950258e+01
1.45413030e-05 1.87498982e+01
1.47490191e-05 1.90082833e+01
1.49597024e-05 1.92702287e+01
1.51733954e-05 1.95357829e+01
1.53901407e-05 1.98049962e+01
1.56099822e-05 2.00779195e+01
1.58329640e-05 2.03546044e+01
1.60591309e-05 2.06351035e+01
1.62885286e-05 2.09194679e+01
1.65212033e-05 2.12077492e+01
1.67572014e-05 2.15000013e+01
1.69965708e-05 2.17962810e+01
1.72393594e-05 2.20966452e+01
1.74856161e-05 2.24011495e+01
1.77353906e-05 2.27098497e+01
1.79887329e-05 2.30228037e+01
1.82456942e-05 2.33400706e+01
1.85063260e-05 2.36617097e+01
1.87706809e-05 2.39877805e+01
1.90388118e-05 2.43183432e+01
1.93107729e-05 2.46534606e+01
1.95866190e-05 2.49931963e+01
1.98664053e-05 2.53376139e+01
2.01501883e-05 2.56867777e+01
2.04380250e-05 2.60407530e+01
2.07299734e-05 2.63996065e+01
2.10260919e-05 2.67634057e+01
2.13264406e-05 2.71322186e+01
2.16310796e-05 2.75061135e+01
2.19400701e-05 2.78851602e+01
2.22534744e-05 2.82694291e+01
2.25713557e-05 2.86589926e+01
2.28937777e-05 2.90539250e+01
2.32208053e-05 2.94543011e+01
2.35525045e-05 2.98601951e+01
2.38889417e-05 3.02716807e+01
2.42301849e-05 3.06888354e+01
2.45763026e-05 3.11117372e+01
2.49273643e-05 3.15404662e+01
2.52834410e-05 3.19751032e+01
2.56446039e-05 3.24157299e+01
2.60109259e-05 3.28624296e+01
2.63824807e-05 3.33152863e+01
2.67593430e-05 3.37743833e+01
2.71415886e-05 3.42398047e+01
2.75292944e-05 3.47116370e+01
2.79225384e-05 3.51899715e+01
2.83213997e-05 3.56748999e+01
2.87259586e-05 3.61665109e+01
2.91362964e-05 3.66648938e+01
2.95524958e-05 3.71701410e+01
2.99746403e-05 3.76823494e+01
3.04028151e-05 3.82016161e+01
3.08371060e-05 3.87280392e+01
3.12776007e-05 3.92617169e+01
3.17243876e-05 3.98027492e+01
3.21775567e-05 4.03512369e+01
3.26371991e-05 4.09072829e+01
3.31034073e-05 4.14709908e+01
3.35762751e-05 4.20424656e+01
3.40558977e-05 4.26218131e+01
3.45423714e-05 4.32091409e+01
3.50357941e-05 4.38045605e+01
3.55362652e-05 4.44081858e+01
3.60438853e-05 4.50201302e+01
3.65587565e-05 4.56405078e+01
3.70809826e-05 4.62694340e+01
3.76106682e-05 4.69070259e+01
